	1	-30.228041187965104
	2	-666.7586432058259
	3	-296.0626560365546
	4	-145.03196043150749
	5	-127.99765354572529
	6	-119.20516891241586
	7	-115.20241751447273
	8	-429.141042745114
	9	-170.43625395399977
	10	-2878.8111409065414
	11	-100.20720852395579
	12	-68.88821994675985
	13	-105.73806031627251
	14	-105.60149855292127
	15	-49.75140171336054
	16	-234.295573227652
	17	-123.91522849774788
	18	-73.79377738023109
	19	-2746.044242517388
	20	-157.24744148918316
	21	-326.0336033510863
	22	-130.93966533666227
	23	-65.68037388916443
	24	-144.06332981838332
	25	-2717.4221789242843
	26	-2822.460161099803
	27	-154.1677171941586
	28	-43.4319029347258
	29	-779.916465621563
	30	-2667.6761854597285
	31	-137.58452517798338
	32	-349.6661098803976
	33	-48.82877830107523
	34	-85.64729313782358
	35	-115.20199026242429
	36	-70.0467131769156
	37	-70.00159656139239
	38	-39.08164963868684
	39	-86.42359389765366
	40	-319.3386189703477
	41	-88.21224130268811
	42	-206.4174173704929
	43	-2680.777325008944
	44	-148.4708601379009
	45	-2284.2708323410466
	46	-62.18477479058481
	47	-173.0161798270167
	48	-174.3102750601925
	49	-84.04994083576557
	50	-73.09169755970049
	51	-41.05794923946483
	52	-45.52034645337432
	53	-221.21992266687357
	54	-225.70191758424386
	55	-99.73506084635066
	56	-80.2954387031051
	57	-60.18857309191978
	58	-230.47244564334994
	59	-118.54234612530377
	60	-82.13365351964397
	61	-131.00063625396373
	62	-210.7146174715231
	63	-487.4371991849302
	64	-194.7354344699651
	65	-22.57894327849506
	66	-37.428321237993785
	67	-33.292684100399065
	68	-63.180276574564225
	69	-74.5056294901841
	70	-216.15075043185524
	71	-114.20663308322243
	72	-106.048342847456
	73	-95.4282507005253
	74	-66.2876075904925
	75	-52.96799012527962
	76	-27.695579168168283
	77	-328.47023127778664
	78	-125.13356550706118
	79	-252.37788735741916
	80	-161.1714040904155
	81	-400.7538564710859
	82	-51.4601155815597
	83	-86.064710733254
	84	-49.916455300279274
	85	-81.35424182345325
	86	-152.64862354138012
	87	-202.00910856487994
	88	-274.40624024182614
	89	-2433.593125076305
	90	-175.26797778169487
	91	-103.45885407395551
	92	-287.5279999960955
	93	-53.27199109723974
	94	-57.78029890648726
	95	-2264.1501768527405
	96	-482.23896330792246
	97	-91.95252749868989
	98	-71.57388802046073
	99	-62.14496624333092
	100	-2343.887232615423
	101	-180.65262572588634
	102	-1987.6460702776612
	103	-49.74707641612244
	104	-299.3187722047554
	105	-45.954583276909844
	106	-30.473442582899793
	107	-177.7264623819978
	108	-17.032452743252588
	109	-174.41772917175857
	110	-226.50246029635335
	111	-67.08187014654891
	112	-26.959991088740306
	113	-67.4924133971809
	114	-68.38186262736437
	115	-14.694488031361985
	116	-243.28681767211066
	117	-138.64798814006159
	118	-40.570014061758386
	119	-51.22863800430864
	120	-407.12247016406894
	121	-39.56658199642006
	122	-23.809044014515628
	123	-75.96518453870486
	124	-13.47998057654101
	125	-109.72150300178303
	126	-105.77539508717557
	127	-63.57599587652298
	128	-39.237863708531044
	129	-58.378396906251446
	130	-150.1140902531586
	131	-292.103117093271
	132	-171.42887562263553
	133	-2144.625510663473
	134	-174.7931706129204
	135	-127.79562599861667
	136	-54.90908180830646
	137	-1999.4454145032403
	138	-24.164230958930556
	139	-67.44127834470562
	140	-22.88752127002538
	141	-77.89862259195918
	142	-38.12284987160075
	143	-1946.1083894699805
	144	-325.87002146412135
	145	-140.9588080169534
	146	-54.59667309212863
	147	-41.71581773518313
	148	-20.345699086337056
	149	-76.72412700546256
	150	-133.43643884361316
	151	-58.89930910231573
	152	-55.43881577253283
	153	-138.79550994023964
	154	-312.31251872641684
	155	-158.630754938152
	156	-36.654424708970566
	157	-97.51440248122302
	158	-33.73898467958019
	159	-88.45121632408052
	160	-198.50495624010546
	161	-43.188521267163935
	162	-99.4713154882222
	163	-95.00325807133277
	164	-56.497568862042456
	165	-41.59306365085917
	166	-93.50470933909824
	167	-1862.7395265095165
	168	-92.87442367066083
	169	-99.22422075676825
	170	-129.09130914124552
	171	-38.07226184784516
	172	-76.92740281221988
	173	-59.68863325598988
	174	-54.40551874942056
	175	-79.28179415705453
	176	-77.52787282398953
	177	-215.2064900268864
	178	-30.680141774227835
	179	-124.30428064749468
	180	-95.0146152666628
	181	-71.89769676386915
	182	-51.08355720489264
	183	-45.9127109115227
	184	-110.74026017263819
	185	-24.30536279172086
	186	-261.75585906867593
	187	-157.43189533386445
	188	-104.747505095278
	189	-1622.2035004639358
	190	-76.07971807170817
	191	-24.180685075037566
	192	-327.6776317153201
	193	-188.64510768027674
	194	-65.56390511039734
	195	-28.755806200966198
	196	-44.53485748834088
	197	-69.22876799213756
	198	-146.46111711202926
	199	-1804.0261380678132
	200	-130.36083679405047
	201	-91.40217652575211
	202	-96.66621347492104
	203	-65.68145223633427
	204	-86.46848736933802
	205	-32.8282899513599
	206	-19.0139596070728
	207	-30.420481449041745
	208	-277.9292897011118
	209	-140.77235063952347
	210	-1577.654559115399
	211	-80.5276140205091
	212	-83.44429735331545
